freq,Z_real,Z_imag
1e-06,40753.48005672217,-11.877872865874352
1.2613637220374425e-06,40859.43161664494,-14.225259206863697
1.5910384392721533e-06,40727.80077164168,-15.458650090265262
2.0068781676649665e-06,40748.22313933735,-20.16322331851661
2.5314033152415694e-06,40868.05433449941,-25.095997551073904
3.193020307691027e-06,40669.54803862529,-29.513768574380055
4.027559979850293e-06,40993.06904881234,-45.43919218421613
5.0802180469130224e-06,40727.61832162722,-50.34102208297199
6.408002744415996e-06,40768.793646375176,-64.9860902951862
8.082822192522723e-06,41009.05423833827,-86.61724097320862
1.0195378685327302e-05,40698.81661146706,-101.25106945643904
1.2860080806105651e-05,41077.30003791861,-125.88646905438212
1.622123939129173e-05,40867.52618400876,-184.96360192088457
2.046088289466011e-05,40424.83394107127,-196.07735540384343
2.5808615404180768e-05,40695.7608564678,-243.91099468034943
3.255405118685032e-05,40695.5698776319,-307.5823265796579
4.106249917244294e-05,41178.86892415031,-432.39937273466967
5.1794746792312125e-05,40833.38283915282,-500.0944581894855
6.53320145959377e-05,41430.22406673505,-661.5022443408642
8.240743309893665e-05,41318.429261169615,-779.0909761959607
0.0001039457465372,40667.0015517964,-1033.688279953385
0.0001311133937421,41039.1738980921,-1323.4403197859824
0.0001653816783395,40559.848738250206,-1904.517217417616
0.0002086064493471,40412.761169285324,-2060.148601977079
0.0002631286073895,40466.367405377576,-2644.348941886506
0.0003319008795914,40585.475845992674,-3488.2812752403297
0.0004186477288289,40333.5081112053,-4250.703835006276
0.0005280670574582,39993.76101913998,-5294.214075543496
0.0006660846290809,39797.14971944136,-6510.310311478405
0.0008401749869294,39250.461172623895,-8181.422159318066
0.001059766248676,38243.44208262762,-9786.858395612586
0.0013367506999197,35429.84233751631,-12235.512629667432
0.0016861288382868,34388.98037097184,-14137.36278392872
0.0021268217472962,32329.791809419905,-16263.130075875171
0.0026826957952797,29009.6226284388,-18376.809709170466
0.0033838551534282,23981.9279286046,-19739.87011942395
0.0042682721311638,20068.411005855705,-20221.074121584785
