freq,Z_real,Z_imag
1e-06,9510.356825548066,-18.183197176390816
1.2613637220374425e-06,9494.238802988762,-18.92217173748739
1.5910384392721533e-06,9354.85795295955,-20.79297915449853
2.0068781676649665e-06,9590.54989700797,-24.38654935123904
2.5314033152415694e-06,9537.86147895721,-24.917919945827553
3.193020307691027e-06,9484.714760150522,-29.870787461418534
4.027559979850293e-06,9459.202155113111,-31.21242815989393
5.0802180469130224e-06,9469.394526331176,-39.1582834650781
6.408002744415996e-06,9498.644101718868,-40.21859632766805
8.082822192522723e-06,9380.69577972771,-44.842135541279546
1.0195378685327302e-05,9449.739263626963,-50.42872830296481
1.2860080806105651e-05,9485.991390616964,-55.5952872455256
1.622123939129173e-05,9443.462895048518,-61.1974797529519
2.046088289466011e-05,9435.43030667503,-67.93935321151508
2.5808615404180768e-05,9391.81512598422,-78.65258348548333
3.255405118685032e-05,9326.951770138301,-87.54539192972707
4.106249917244294e-05,9317.908788636314,-95.64245748189633
5.1794746792312125e-05,9200.208663283487,-104.2403513633249
6.53320145959377e-05,9396.943749130362,-117.77378854274257
8.240743309893665e-05,9387.058389298092,-133.9646889523626
0.0001039457465372,9369.597715446123,-146.357055056283
0.0001311133937421,9361.928304710433,-166.8902961166059
0.0001653816783395,9211.924715234793,-180.08296386595103
0.0002086064493471,9305.922704414086,-198.63058662955427
0.0002631286073895,9189.885542609814,-218.05417746897422
0.0003319008795914,9170.918449945066,-250.49599274919973
0.0004186477288289,9184.930113290338,-273.6925018861792
0.0005280670574582,9172.581453993864,-299.2716435798933
0.0006660846290809,9086.733509375104,-328.37595023564745
0.0008401749869294,9070.609380029542,-369.21046314368715
0.001059766248676,9096.724081973118,-416.04665040964426
0.0013367506999197,8961.934598186668,-446.6129015805266
0.0016861288382868,8981.790074288037,-484.3767257852558
0.0021268217472962,8817.881292693053,-540.3164245011587
0.0026826957952797,8683.9796394704,-590.1293005104853
0.0033838551534282,8576.843775032576,-653.5275155645201
0.0042682721311638,8574.562014635238,-697.1516837163555
0.0053838436220334,8488.464358947576,-770.270466752327
0.0067909850299557,8380.292474429976,-827.0788602132759
0.0085659021536855,8102.6307233050875,-888.1773620188922
0.0108047182231812,8130.6582075072965,-996.8694851330615
0.0136286795935577,8030.737506931475,-1082.1937376763524
0.0171907220185857,7835.267990249591,-1150.4481456219605
0.0216837531098743,7578.123100660661,-1212.580526508208
0.0273510995304121,7410.422106601733,-1291.0258784253845
0.0344996847054971,7202.851858102389,-1350.9029960647988
0.0435166507092442,7013.024678880724,-1472.3300523528687
0.0548903245092155,6784.411053095632,-1527.9853413170626
0.0692366640267873,6556.299418800539,-1612.602222273936
0.0873326162382843,6302.4371533927615,-1661.0605054809294
0.1101581938735899,6073.8559176372755,-1743.4045036503078
0.1389495494373138,5767.458299702627,-1757.5755073030675
0.1752659208536758,5484.344029300737,-1814.0832081232493
0.2210740742743128,5173.032699262316,-1849.8284811145004
0.2788548171726291,4881.849659750183,-1797.8270139002957
0.351737350096938,4603.8975670872005,-1818.4781735185813
0.4436687330978616,4259.65814141322,-1790.8166669256252
0.5596276445319552,4004.128588149383,-1796.977288659257
0.7058940086618752,3741.7284429271836,-1753.2936284549332
0.8903890941296735,3378.8275432840683,-1697.9980369270816
1.1231045018329515,3159.400518404993,-1636.0650626117367
1.416643274669022,2935.659811214066,-1577.2172229963448
1.7869024337358286,2695.568075911465,-1498.9162782802605
2.2539339047347933,2442.8693229046526,-1457.3232745465289
2.843030459302665,2238.9388288064442,-1366.2810770238468
3.586095482011829,2046.966148849628,-1290.4601183888242
4.523370744772105,1824.8525485891487,-1194.3922304584273
5.705615758781021,1661.3078202294105,-1120.0694361761114
7.196856730011529,1530.458175763356,-1052.7557163535998
9.077853991937555,1390.7044658892573,-968.7116971946631
11.450475699382812,1224.2767993013042,-888.3663054605662
14.44321464727282,1117.8873695539266,-825.6257077332599
18.218146985669748,1042.3960984884227,-764.3647662850989
22.97970969046965,920.055482942904,-695.9033481198828
28.98577214651068,838.3922194543991,-642.8329394253143
36.56160144085194,736.193575767803,-581.4437283216984
46.11747767708261,669.6106655157586,-529.869306283856
58.170913293743574,590.5170168453233,-476.2365236988885
73.37467970651389,535.9417862880663,-436.20237100177997
92.55215909791356,486.8388030099022,-396.89075462354054
116.74193588234576,439.77451808448217,-359.1651657521898
147.25404276241207,394.143660696808,-324.79747666283146
185.74090746385755,357.98368027657284,-295.1249573403251
234.28684237322352,316.11834114059866,-264.3214575279179
295.52092352028876,294.328365511193,-243.5046607681182
372.7593720314938,271.0975348343193,-224.28551635565967
470.1851489299847,239.86617191829018,-197.95844530141773
593.0744895010571,214.1812668484993,-178.3567484028168
748.0826455225093,194.54699405915525,-161.60729477016642
943.604310147889,166.26578286289578,-140.06748785171146
1190.2282447787145,147.7021081227892,-124.44453474874932
1501.310728908171,141.89718128680602,-117.35309579403105
1893.698888950364,119.2164215998855,-99.8721062892341
2388.6430789846004,110.4737940070489,-91.74159566593576
3012.947724726992,99.43043809529742,-81.9227061197093
3800.422956365882,91.42590569995004,-74.60408648636138
4793.715645558229,89.16262834337425,-70.97728891411741
6046.619009070448,79.7243775860595,-63.139014156528575
7626.985859023452,73.25676187084551,-57.178309561834865
9620.40327106476,64.75128410974675,-50.429499771594664
12134.827677491432,58.46457967411026,-45.13759987665666
15306.431405563626,53.57218672966008,-40.71168801434963
19306.977288832535,49.77534090245516,-37.13743751625256
24353.120734334178,42.43734878296313,-31.165269951393256
30718.143012686964,41.409298748989336,-29.675827185737518
38746.75120456128,35.17660839358325,-24.77694187210893
48873.746316244375,33.9881358680151,-23.326450568020487
61647.57056337174,31.731315647545912,-21.20681725889309
77760.00906038044,26.433536430405834,-16.96207138152741
98083.65445406672,26.685952435873663,-16.799632633668935
123719.16345321594,25.799313274406394,-15.775051304955724
156054.8645007078,22.727817129556684,-13.340874903381987
196841.94472866153,21.659978791396586,-12.17755734148626
248289.28805603305,19.677453594312155,-10.534192187881313
313183.10052438447,19.208296195044657,-9.971588156916171
395037.801356664,17.484775490535313,-8.52465877919769
498286.3514647316,17.857172064669182,-8.591257785063819
628520.326924011,15.76993387527149,-6.991154728929384
792792.7389450606,15.323955475898448,-6.462037688222425
1000000.0,14.586417368975727,-5.788157053918742
