freq,Z_real,Z_imag
1e-06,28753.127990136527,-91.84329546909468
1.2613637220374425e-06,28712.561487117007,-116.86132155771364
1.5910384392721533e-06,28894.471108914964,-134.72139288865665
2.0068781676649665e-06,28828.46463045927,-161.1353186273351
2.5314033152415694e-06,28703.718240413265,-182.08199938380048
3.193020307691027e-06,28650.77432282254,-220.30896321881406
4.027559979850293e-06,28826.267084033563,-272.8001580624243
5.0802180469130224e-06,28592.283853276636,-309.21309113251067
6.408002744415996e-06,28605.580570607046,-343.0627363377877
8.082822192522723e-06,28654.11795654084,-401.7440929897709
1.0195378685327302e-05,28673.539543880474,-484.76741091026554
1.2860080806105651e-05,28534.048129975054,-601.9292715712266
1.622123939129173e-05,28432.580826040125,-660.479694026859
2.046088289466011e-05,28468.289347771424,-796.7930466395464
2.5808615404180768e-05,28098.62954887741,-937.2397390315504
3.255405118685032e-05,28350.422694526602,-1091.6861413856775
4.106249917244294e-05,28175.96759619378,-1262.367452879938
5.1794746792312125e-05,28049.718085150158,-1510.1530770653765
6.53320145959377e-05,27572.951923785127,-1795.3747919295088
8.240743309893665e-05,27729.591295373397,-2052.487942797721
0.0001039457465372,27243.18524291178,-2397.257080443412
0.0001311133937421,27038.079626296574,-2768.90109476497
0.0001653816783395,26865.345392483887,-3135.2967789190993
0.0002086064493471,26340.05010515992,-3526.7457294444275
0.0002631286073895,25731.581899276418,-4177.012991037307
0.0003319008795914,25192.613037896874,-4688.36575839571
0.0004186477288289,24681.906508033055,-5204.5550236429635
0.0005280670574582,23815.691796997045,-5866.766967291771
0.0006660846290809,22910.256971100585,-6503.996154812897
0.0008401749869294,21849.339271070836,-7025.348843082615
0.001059766248676,20357.343297792057,-7612.633073450461
0.0013367506999197,19274.871205743246,-8193.110011462943
0.0016861288382868,17814.48491208582,-8555.700556274283
0.0021268217472962,16214.688798288726,-8847.602485583482
0.0026826957952797,14471.091181296835,-8855.351098657899
0.0033838551534282,12857.98557456415,-8767.104111075101
0.0042682721311638,11240.647484161469,-8531.51892488557
0.0053838436220334,9937.612541701901,-8315.19247878382
0.0067909850299557,8516.024393557436,-7772.789754772181
0.0085659021536855,7308.81870273282,-7312.706363815332
0.0108047182231812,6253.109000811315,-6776.612036071017
0.0136286795935577,5180.220951095565,-5986.028638823483
0.0171907220185857,4298.024704836571,-5299.13091301785
0.0216837531098743,3617.7002569409633,-4756.3381933970595
0.0273510995304121,3021.791728177183,-4191.1021421054065
0.0344996847054971,2534.555347307361,-3645.7481231950674
0.0435166507092442,2140.492089649376,-3221.3576261727685
0.0548903245092155,1776.672200150925,-2802.4979520342126
0.0692366640267873,1495.7044877160922,-2404.809315399699
0.0873326162382843,1237.0550608948836,-2059.828585799691
0.1101581938735899,1038.0093699393783,-1786.5810442968434
0.1389495494373138,889.7208796398197,-1528.040777067183
0.1752659208536758,739.4951189857208,-1304.0141851897179
0.2210740742743128,632.006292821384,-1115.9046946949638
0.2788548171726291,529.0860355615146,-962.1462234815027
0.351737350096938,450.0376722890852,-815.4482088605309
0.4436687330978616,375.14648638353,-696.4457219193248
0.5596276445319552,318.2386089948085,-592.4608234156484
0.7058940086618752,273.7527817578121,-510.2878630446934
0.8903890941296735,233.6211879968198,-434.28195211189706
1.1231045018329515,195.97329329168505,-369.5053876141692
1.416643274669022,162.35536720470768,-309.358440592321
1.7869024337358286,139.72835011478537,-264.40324453479946
2.2539339047347933,121.55795466283521,-225.45939937564447
2.843030459302665,105.94375014424347,-194.3089477595468
3.586095482011829,87.69626780783096,-162.956397805987
4.523370744772105,75.93378554136977,-138.77102869982062
5.705615758781021,65.20252039291216,-118.04633257255045
7.196856730011529,56.66880258483431,-101.01494898583074
9.077853991937555,47.81076727121733,-84.88261665668934
11.450475699382812,42.07652251637005,-72.49811063564327
14.44321464727282,36.50441000568957,-61.98436339285686
18.218146985669748,31.832466037880604,-52.65250941860011
22.97970969046965,27.776476853995355,-44.814147343702814
28.98577214651068,23.88899506834596,-37.36768121224324
36.56160144085194,21.58941210324618,-32.36942170771412
46.11747767708261,18.734137393012087,-26.995816122488808
58.170913293743574,17.03297637516505,-23.345265405742293
73.37467970651389,15.091961153212296,-19.621537576000218
92.55215909791356,13.69365109915033,-16.742053941920116
116.74193588234576,12.262160909332547,-14.037358216889924
147.25404276241207,10.898632270932637,-11.615230567666595
185.74090746385755,10.342375903916643,-10.205656258173837
234.28684237322352,9.483486592520858,-8.557718081232894
295.52092352028876,8.852257878117314,-7.26507333021908
372.7593720314938,8.534902959722793,-6.42564755979467
470.1851489299847,7.984577291668358,-5.439519229020227
593.0744895010571,7.4357842791968976,-4.464871319154053
748.0826455225093,7.122723619788216,-3.8484012071450153
943.604310147889,6.859239165189766,-3.2371424744391986
1190.2282447787145,6.66387531966719,-2.7894171348611825
1501.310728908171,6.404065406477482,-2.3305891307172115
1893.698888950364,6.265538478468981,-2.0324178306053433
