freq,Z_real,Z_imag
1e-06,70727.78982056165,-6109.266830633106
1.2613637220374425e-06,69486.73820684683,-6636.508864304073
1.5910384392721533e-06,68404.4674117418,-6726.211400560112
2.0068781676649665e-06,68355.5866301773,-7530.726056526316
2.5314033152415694e-06,66232.7712715249,-8101.030285784586
3.193020307691027e-06,65025.468022780784,-8337.643396589943
4.027559979850293e-06,64002.53508683561,-9007.74572697927
5.0802180469130224e-06,63047.00972307024,-9493.536074388077
6.408002744415996e-06,61592.59308317535,-9609.519499382019
8.082822192522723e-06,60101.32386805745,-9979.50334314392
1.0195378685327302e-05,59149.18202732434,-10559.079511216292
1.2860080806105651e-05,56761.99955820332,-10941.784358591722
1.622123939129173e-05,54698.46495445467,-11455.90077494804
2.046088289466011e-05,53181.72244368707,-11595.28429273009
2.5808615404180768e-05,51456.560603963335,-11986.951916414924
3.255405118685032e-05,49973.745236637624,-12382.812069159123
4.106249917244294e-05,47276.661243820054,-12520.423718529979
5.1794746792312125e-05,46026.95313782205,-13026.664148580074
6.53320145959377e-05,43637.1352263117,-13072.38016746851
8.240743309893665e-05,41589.794127263995,-13051.157125859858
0.0001039457465372,39362.039471673146,-12948.490916249037
0.0001311133937421,37755.10541671242,-13048.149464876087
0.0001653816783395,35434.1434955946,-12922.812542364045
0.0002086064493471,33444.17387780693,-12605.02571309803
0.0002631286073895,30257.22803813387,-11951.976560315476
0.0003319008795914,28934.52106488014,-11891.85542202647
0.0004186477288289,27516.086557648618,-11737.46244477784
0.0005280670574582,25596.90113943765,-11316.394726787135
0.0006660846290809,24537.9724041877,-11313.77431913601
0.0008401749869294,23016.845428020064,-10887.367897714099
0.001059766248676,20511.39092642994,-9937.182283264816
0.0013367506999197,19440.467208277176,-9711.570082785925
0.0016861288382868,18051.405701633445,-9213.816417981303
0.0021268217472962,16498.30572642407,-8705.049238756434
0.0026826957952797,15263.53445692471,-8235.95481221333
0.0033838551534282,14179.203953273698,-7765.671438041644
0.0042682721311638,13033.525651351541,-7280.984079554186
0.0053838436220334,12128.57547674643,-6941.664575314378
0.0067909850299557,11063.554347566058,-6453.291215534726
0.0085659021536855,10265.642651634167,-6053.131432769841
0.0108047182231812,9258.5030390127,-5571.851541411122
0.0136286795935577,8536.231572168605,-5114.96558089946
0.0171907220185857,7852.4948872058985,-4771.224198381387
0.0216837531098743,7317.216866660323,-4544.447272666341
0.0273510995304121,6715.949036880885,-4253.16223216701
0.0344996847054971,6121.444348935927,-3901.0896360595734
0.0435166507092442,5658.789200005841,-3593.4417000170833
0.0548903245092155,5145.433092374857,-3326.4909119697177
0.0692366640267873,4709.456035854043,-3054.733625139129
0.0873326162382843,4292.686896281583,-2807.4317927475436
0.1101581938735899,3901.9596923701984,-2614.7422262210835
0.1389495494373138,3618.148636374703,-2422.686499499358
0.1752659208536758,3232.102137183455,-2158.6361750121964
0.2210740742743128,3058.9948825835268,-2025.321818049709
0.2788548171726291,2765.126832243606,-1857.5708784530493
0.351737350096938,2506.05167116348,-1683.3243878505268
0.4436687330978616,2299.533232899768,-1565.0048385386258
0.5596276445319552,2103.9835304296184,-1456.997034024107
0.7058940086618752,1891.1070301537086,-1301.5855076558526
0.8903890941296735,1773.869055584211,-1221.8471725106672
1.1231045018329515,1615.1744115158103,-1106.6980937091669
1.416643274669022,1447.6210114741195,-1007.8268813157622
1.7869024337358286,1325.3089805331676,-931.4582338954692
2.2539339047347933,1202.5488255184055,-846.4334851007134
2.843030459302665,1149.1803469267747,-784.4256301790462
3.586095482011829,1022.7914615973132,-715.1962904533432
4.523370744772105,917.4590362023326,-642.6580847774713
5.705615758781021,850.7066299186248,-598.5378614031795
7.196856730011529,772.7582984071437,-541.3580665751772
9.077853991937555,709.9151612096248,-495.0249698985171
11.450475699382812,653.932782189708,-457.51305632457945
14.44321464727282,576.0511336429336,-409.03439480598
18.218146985669748,551.085196503884,-382.92516694077506
22.97970969046965,486.249679524646,-344.48830469137687
28.98577214651068,446.1478591646657,-314.10826154033174
36.56160144085194,401.4034140654985,-281.7863203876072
46.11747767708261,381.8879947357902,-265.30187565689846
58.170913293743574,344.7940019557502,-241.52319351008612
73.37467970651389,318.893031050175,-223.16787312805855
92.55215909791356,284.7096999671957,-199.20792176184162
116.74193588234576,261.73242669341033,-183.11053912611237
147.25404276241207,243.08490270491112,-168.86920525750168
185.74090746385755,215.041966625944,-151.09223413632185
234.28684237322352,192.2931734762318,-135.62575503289045
295.52092352028876,172.18895535795355,-122.04490112513757
372.7593720314938,168.88488411139377,-117.02500094109973
470.1851489299847,154.00065605983082,-106.19084579554921
593.0744895010571,138.6455450250997,-95.54186871391907
748.0826455225093,136.46415767604128,-92.969666322362
943.604310147889,114.79401260153458,-79.45100666075311
1190.2282447787145,103.33924784094388,-71.66831199457008
1501.310728908171,102.24266176890195,-69.20372440673216
1893.698888950364,86.30688984529515,-59.383828859203504
2388.6430789846004,80.5288922762137,-55.29682010400301
3012.947724726992,78.98561574955343,-52.93201366318209
3800.422956365882,72.03791726214966,-48.095525673136216
4793.715645558229,58.73175853536151,-40.02859959869363
6046.619009070448,56.55645997331037,-37.98520923031178
7626.985859023452,52.900732242212236,-35.09595654979277
9620.40327106476,48.02136757651508,-31.780634013373447
12134.827677491432,44.776013300221756,-29.370795854955528
15306.431405563626,43.08754845534304,-27.708899272769294
19306.977288832535,37.797700256074776,-24.37539171337134
24353.120734334178,34.74566274554738,-22.212498245525836
30718.143012686964,31.58979023337472,-20.027231222641262
38746.75120456128,29.893901776861853,-18.619493253494884
48873.746316244375,29.39862083267458,-17.909872722188677
61647.57056337174,25.319077681523495,-15.411943124839798
77760.00906038044,24.173560365380123,-14.482428312829379
98083.65445406672,22.465895532633983,-13.236658386658242
123719.16345321594,20.90308794370428,-12.111442885196228
156054.8645007078,17.528310874336235,-10.016911171669046
196841.94472866153,18.19973738092677,-10.198043979844007
248289.28805603305,15.591862833569786,-8.53441417302517
313183.10052438447,14.378146097911547,-7.699769097069656
395037.801356664,14.070192440664156,-7.341668338632471
498286.3514647316,13.475357495520388,-6.919659513281556
628520.326924011,12.732780562403931,-6.373963065195346
792792.7389450606,11.739760560264347,-5.650641517606711
1000000.0,11.344131186400162,-5.361597571611678
